QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote
USGALLUP.1139.Q03B,No opinion because of lack of information.,5,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1139.Q03B,Keep smaller countries from obtaining or using nuclear weapons.,*,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1139.Q03B,Equality of defense ability of each nation.,1,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1139.Q03B,Would be a good thing/would be great: (non-specific),2,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1139.Q03B,Miscellaneous,*,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1139.Q03B,Don't know,24,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1139.Q03B,Not asked-haven't heard/read about SALT II,19,"What do you think would be the advantages of such a treaty (SALT II, or Strategic Arms Limitation Treaty)?",* = less than .5 percent Adds to more than 100% due to multiple responses.,,10/1/1979,Gallup Organization,,Gallup Poll (AIPO),09/28/1979,10/1/1979,Y,National Adult,1520,Face-to-face interview,
USGALLUP.1149.Q06B,"Reduce nuclear proliferation: Limit nuclear arms on both sides, control nuclear power, cease manufacture of atomic weapons, more nuclear control.",10,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,"Restrict arms/Limit arms: (No mention of nuclear): Curtail explosive arms race, keep main powers at minimum",10,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,"World peace/keep us out of war: More security, world security, deterrent to armed conflict, lowering tensions",12,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,"None/no advantages/none for U.S.A.: Don't trust the Russians, all on the Russian side, you can't trust everybody, Russia doesn't keep its word",31,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,Each would know what the other had: They couldn't build any weapons we didn't know about and vice versa,1,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,"Advantage in treaties in general: Keep both sides at the negotiating table, to have an agreement with the Russians",4,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,"Will help the economy: Less defense spending, more money for other things, concentrate on our own people",2,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,Dangerous Russian buildup needs to be controlled: We have to control the Russians,1,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,No opinion because of lack of information,4,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,Would be a good thing/would be great,1,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1149.Q06B,Don't know,26,"What do you think would be the advantages of such a (SALT II, or Strategic Arms Limitation) treaty?",Adds to more than 100% due to multiple responses.,Heard or read about SALT II (77%),03/3/1980,Gallup Organization,,Gallup Poll (AIPO),02/29/1980,03/3/1980,Y,National Adult,1572,Face-to-face interview,
USGALLUP.1163.Q05B,"Reduce nuclear proliferation:  Limit nuclear arms on both sides, control nuclear power, cease manufacture of atomic weapons, more nuclear control.",6,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,"Restrict arms/Limit arms:  (No mention of nuclear):  Curtail explosive arms race, keep main powers at a minimum.",6,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,"World peace/keep us out of war:  More security, world security, deterrent to armed conflict, lowering tensions.",11,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,"None/no advantages/none for U.S.A.:  Don't trust the Russians, all on the Russian side, you can't trust everybody, Russian doesn't keep its word.",22,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Each would know what the other had:  They couldn't build any weapons we didn't know about and vice versa.,2,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,"Advantage in treaties in general:  Keep both sides at the negotiating table, to have an agreement with the Russians.",3,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,"Will help the economy:  Less defense spending, more money for other things, concentrate on our own people.",1,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Dangerous Russian buildup needs to be controlled:  We have to control the Russians.,1,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,No opinion because of lack of information:,2,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Keep smaller countries from obtaining or using nuclear weapons:,*,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Equality of defense ability of each nation,2,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Would be a good thing/would be great:,3,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Miscellaneous,*,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Don't know,20,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USGALLUP.1163.Q05B,Not asked-hadn't heard or read about SALT II,23,"What do you think would be the advantages of such a treaty (SALT II, the proposed nuclear arms agreement between the United States and the Soviet Union)?",* = less than .5 percent.  Multiple responses.,,10/13/1980,Gallup Organization,,Gallup Poll (AIPO),10/10/1980,10/13/1980,Y,National adult,1593,Face-to-face interview,
USCPS.80POST.QH10A3,"For loosening of monetary restraints, lower interest rates",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Against (increased) government spending, balancing of the (national) budget, against government stimulation of the economy",1,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Taxes, general reference to tax structure, tax surcharge (no answer respondent's direction), other specific tax reference",2,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"For tax cuts, against tax surcharge",1,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Other specific references to recession/ depression, other specific references to monetary/fiscal controls",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Construction/housing, all references to housing starts, construction costs, etc.",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"For (increased) prosecution under anti-trust laws, protection of small businesses from discount houses, chains, large corporations, fair trade laws",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Class-oriented economic concerns--middle class, working class (pro), middle class getting squeezed",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Problems relating to the influx of political refugees (Cubans, Haitians)",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Roads, highways, bridges, general unspecified transportation",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,Other specific references to economic problems,*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,Economics--general,*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"U.S. foreign trade, balance of payments position, foreign oil dependency",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,Other specific consumer protection problems,2,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"The economy, no further specification",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Iran, mention of American hostages in Teheran Middle East, general reference including Arab/Israeli conflict",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"National defense, general reference, defense budget",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Disarmament, general reference to ending of the arms race, nuclear proliferation, test ban treaty",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USCPS.80POST.QH10A3,"Against (increased) policy of disarmament, against test ban treaty, for additional weapons development, missile program, scientific/ technological development in weapons/strategy, atomic bomb testing, increased defense budget, increased arms expenditure, SALT increased, increased pay for military personnel",*,"In the (1980) campaign for the U.S. (United States) House of Representatives in this district, what would you say was the most important single issue? (Part three of five...see questions H10A1, H10A2, H10A4, and H10A5 for balance of responses)",* = less than .5 percent,,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Post-Election),11/4/1980,02/7/1981,Y,National adult,1408,Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 1614 adults conducted September 2, 1980-November 3, 1980."
USORC.80DEC.R04G,Do less,13,"(Now, let's turn to foreign affairs. I'm going to read some statements concerning various areas the federal government may be dealing with during the 1980's. As I read each statement, please tell me if you think the federal government should do more, should do less, or should continue to do about the same.)... Promoting nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R04G,Do about the same,24,"(Now, let's turn to foreign affairs. I'm going to read some statements concerning various areas the federal government may be dealing with during the 1980's. As I read each statement, please tell me if you think the federal government should do more, should do less, or should continue to do about the same.)... Promoting nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R04G,Do more,58,"(Now, let's turn to foreign affairs. I'm going to read some statements concerning various areas the federal government may be dealing with during the 1980's. As I read each statement, please tell me if you think the federal government should do more, should do less, or should continue to do about the same.)... Promoting nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R04G,No opinion,5,"(Now, let's turn to foreign affairs. I'm going to read some statements concerning various areas the federal government may be dealing with during the 1980's. As I read each statement, please tell me if you think the federal government should do more, should do less, or should continue to do about the same.)... Promoting nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R09Q,Not at all likely,9,"(Now, I'd like to ask you about several goals that the Reagan Administration might try to reach during the next four years. For each one, please tell me how likely you think it is that the Reagan Administration will be able to achieve that goal. Is it very likely, somewhat likely, not too likely, not at all likely?)... Achieve nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R09Q,Not too likely,28,"(Now, I'd like to ask you about several goals that the Reagan Administration might try to reach during the next four years. For each one, please tell me how likely you think it is that the Reagan Administration will be able to achieve that goal. Is it very likely, somewhat likely, not too likely, not at all likely?)... Achieve nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R09Q,Somewhat likely,36,"(Now, I'd like to ask you about several goals that the Reagan Administration might try to reach during the next four years. For each one, please tell me how likely you think it is that the Reagan Administration will be able to achieve that goal. Is it very likely, somewhat likely, not too likely, not at all likely?)... Achieve nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R09Q,Very likely,22,"(Now, I'd like to ask you about several goals that the Reagan Administration might try to reach during the next four years. For each one, please tell me how likely you think it is that the Reagan Administration will be able to achieve that goal. Is it very likely, somewhat likely, not too likely, not at all likely?)... Achieve nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USORC.80DEC.R09Q,No opinion,5,"(Now, I'd like to ask you about several goals that the Reagan Administration might try to reach during the next four years. For each one, please tell me how likely you think it is that the Reagan Administration will be able to achieve that goal. Is it very likely, somewhat likely, not too likely, not at all likely?)... Achieve nuclear arms control",,,12/1/1980,Opinion Research Corporation,,ORC Public Opinion Index,11/12/1980,11/16/1980,Y,National adult,1013,Telephone Interview,
USCAMREP.81JUL.R266,Strongly support,23,"Recently, President (Ronald) Reagan announced his nuclear non-proliferation policy, stating that preventing the spread of nuclear weapons is a fundamental objective of the United States. He intends to strengthen international agencies, increase international cooperation, and have fewer unilateral U.S. restrictions on exports of U.S. nuclear electric power plants. Do you strongly support, somewhat support, somewhat oppose, or strongly oppose this policy?",,,07/1/1981,Cambridge Reports/Research International,,Cambridge Reports National Omnibus Survey,07/1/1981,07/31/1981,N,National adult,1500,Face-to-face interview,Sample size is approximate.
USCAMREP.81JUL.R266,Somewhat support,31,"Recently, President (Ronald) Reagan announced his nuclear non-proliferation policy, stating that preventing the spread of nuclear weapons is a fundamental objective of the United States. He intends to strengthen international agencies, increase international cooperation, and have fewer unilateral U.S. restrictions on exports of U.S. nuclear electric power plants. Do you strongly support, somewhat support, somewhat oppose, or strongly oppose this policy?",,,07/1/1981,Cambridge Reports/Research International,,Cambridge Reports National Omnibus Survey,07/1/1981,07/31/1981,N,National adult,1500,Face-to-face interview,Sample size is approximate.
